model,hardware,tp,batch_size,prompt_plus_token_size,token_time,layer_time,Matmul,BatchedMatmul,Softmax,LayerNorm,GeLU,AllReduce,Others
Bloom-176B,H100x8,8,64,72,0.033308,0.00047583,0.00033574,5.8664e-05,6.4124e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,80,0.033633,0.00048047,0.00033574,6.3287e-05,6.4296e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,68,0.033234,0.00047477,0.00033574,5.7618e-05,6.4043e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,130,0.03419,0.00048843,0.00033574,7.1128e-05,6.5528e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,128,0.034201,0.00048859,0.00033574,7.1288e-05,6.5488e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,96,0.033588,0.00047983,0.00033574,6.2617e-05,6.468e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,129,0.034196,0.00048851,0.00033574,7.1209e-05,6.5508e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,144,0.034173,0.00048819,0.00033574,7.0853e-05,6.5902e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,132,0.034186,0.00048837,0.00033574,7.106e-05,6.5568e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,136,0.03418,0.00048829,0.00033574,7.0971e-05,6.57e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,160,0.034157,0.00048795,0.00033574,7.0571e-05,6.6326e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,385,0.036637,0.00052339,0.00033574,0.00010534,7.2972e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,384,0.036636,0.00052337,0.00033574,0.00010533,7.2932e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,320,0.035999,0.00051427,0.00033574,9.6453e-05,7.071e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,386,0.036638,0.0005234,0.00033574,0.00010535,7.2993e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,258,0.035369,0.00050528,0.00033574,8.7638e-05,6.8912e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,192,0.034761,0.00049658,0.00033574,7.9115e-05,6.7174e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,257,0.035375,0.00050536,0.00033574,8.7723e-05,6.8892e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,256,0.035375,0.00050536,0.00033574,8.7726e-05,6.8871e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,272,0.035372,0.00050532,0.00033574,8.7639e-05,6.9286e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,260,0.03537,0.00050529,0.00033574,8.7648e-05,6.8952e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,288,0.035993,0.00051419,0.00033574,9.6467e-05,6.971e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,264,0.035369,0.00050528,0.00033574,8.762e-05,6.9073e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,400,0.037258,0.00053226,0.00033574,0.00011416,7.3488e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,416,0.037264,0.00053234,0.00033574,0.00011419,7.4043e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,388,0.03663,0.00052329,0.00033574,0.00010523,7.3053e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,392,0.036635,0.00052335,0.00033574,0.00010528,7.3205e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,514,0.038541,0.00055059,0.00033574,0.00013209,7.7447e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,512,0.037943,0.00054204,0.00033574,0.00012355,7.7377e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,513,0.037948,0.00054211,0.00033574,0.00012362,7.7417e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,448,0.037271,0.00053245,0.00033574,0.00011418,7.5164e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,528,0.038541,0.00055058,0.00033574,0.00013204,7.7942e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,544,0.038543,0.00055061,0.00033574,0.00013202,7.8498e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,516,0.038543,0.00055061,0.00033574,0.00013211,7.7508e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,520,0.038536,0.00055051,0.00033574,0.00013199,7.7659e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,576,0.03918,0.00055972,0.00033574,0.00014101,7.9609e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,640,0.039823,0.0005689,0.00033574,0.00014997,8.1831e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,768,0.041112,0.00058731,0.00033574,0.00016793,8.6286e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,769,0.041112,0.00058732,0.00033574,0.00016794,8.6316e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,772,0.041114,0.00058735,0.00033574,0.00016796,8.6407e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,776,0.041101,0.00058715,0.00033574,0.00016775,8.6568e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,784,0.041108,0.00058726,0.00033574,0.00016783,8.6841e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,770,0.041113,0.00058733,0.00033574,0.00016795,8.6356e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,800,0.041739,0.00059627,0.00033574,0.00017678,8.7407e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,1024,0.043705,0.00062436,0.00033574,0.00020421,9.4043e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,896,0.042371,0.0006053,0.00033574,0.00018575,8.8084e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,832,0.041728,0.00059611,0.00033574,0.00017675,8.6094e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,80,3,0.032653,0.00046647,0.00033905,3.8626e-05,6.2811e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,4,0.032681,0.00046688,0.00033905,3.9034e-05,6.2841e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,6,0.032738,0.00046768,0.00033905,3.9834e-05,6.2892e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,5,0.032709,0.00046727,0.00033905,3.9427e-05,6.2861e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,64,1040,0.044295,0.00063279,0.00033574,0.0002126,9.4462e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,1088,0.044945,0.00064207,0.00033574,0.00022171,9.6114e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,1056,0.044302,0.00063289,0.00033574,0.00021264,9.5079e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,80,2,0.032625,0.00046607,0.00033905,3.8234e-05,6.2781e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,64,1028,0.044309,0.00063299,0.00033574,0.00021282,9.4149e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,1025,0.04371,0.00062443,0.00033574,0.00020427,9.4063e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,1032,0.044312,0.00063303,0.00033574,0.00021286,9.4245e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,64,1026,0.043715,0.0006245,0.00033574,0.00020434,9.4084e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,80,8,0.032799,0.00046856,0.00033905,4.0701e-05,6.2942e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,10,0.032856,0.00046937,0.00033905,4.151e-05,6.3003e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,12,0.032913,0.00047018,0.00033905,4.2319e-05,6.3053e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,9,0.032827,0.00046896,0.00033905,4.1098e-05,6.2972e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,20,0.033156,0.00047366,0.00033905,4.5777e-05,6.3265e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,17,0.033068,0.00047241,0.00033905,4.4528e-05,6.3185e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,18,0.033098,0.00047283,0.00033905,4.495e-05,6.3215e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,16,0.03304,0.000472,0.00033905,4.4121e-05,6.3154e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,24,0.033283,0.00047547,0.00033905,4.7574e-05,6.3377e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,34,0.033574,0.00047963,0.00033905,5.1695e-05,6.37e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,33,0.033553,0.00047933,0.00033905,5.1403e-05,6.3669e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,32,0.033531,0.00047901,0.00033905,5.1083e-05,6.3649e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,129,0.034964,0.00049949,0.00033905,7.1278e-05,6.6538e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,80,0.034398,0.0004914,0.00033905,6.3343e-05,6.4993e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,96,0.035031,0.00050044,0.00033905,7.2337e-05,6.5478e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,128,0.03497,0.00049957,0.00033905,7.1356e-05,6.6518e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,40,0.033708,0.00048155,0.00033905,5.3602e-05,6.3861e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,64,0.03446,0.00049229,0.00033905,6.427e-05,6.4558e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,48,0.033897,0.00048424,0.00033905,5.6269e-05,6.4073e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,36,0.033615,0.00048022,0.00033905,5.2281e-05,6.375e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,66,0.034447,0.0004921,0.00033905,6.4079e-05,6.4619e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,65,0.034455,0.00049221,0.00033905,6.4195e-05,6.4589e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,72,0.034421,0.00049172,0.00033905,6.3686e-05,6.4781e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,68,0.034431,0.00049187,0.00033905,6.3844e-05,6.4669e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,258,0.036774,0.00052535,0.00033905,9.6667e-05,7.1215e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,272,0.036789,0.00052556,0.00033905,9.6815e-05,7.1861e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,264,0.036775,0.00052536,0.00033905,9.665e-05,7.1498e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,260,0.036776,0.00052537,0.00033905,9.6677e-05,7.1286e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,132,0.034955,0.00049935,0.00033905,7.1129e-05,6.6619e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,130,0.034959,0.00049941,0.00033905,7.1197e-05,6.6568e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,144,0.035585,0.00050836,0.00033905,8.0089e-05,6.7063e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,136,0.03495,0.00049928,0.00033905,7.1042e-05,6.6791e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,192,0.036159,0.00051656,0.00033905,8.8126e-05,6.871e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,256,0.03678,0.00052543,0.00033905,9.6754e-05,7.1144e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,257,0.03678,0.00052543,0.00033905,9.6751e-05,7.1174e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,160,0.035562,0.00050803,0.00033905,7.9711e-05,6.7619e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,288,0.037403,0.00053432,0.00033905,0.0001055,7.2579e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,384,0.03868,0.00055257,0.00033905,0.00012332,7.6902e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,320,0.038037,0.00054339,0.00033905,0.00011442,7.4023e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,385,0.038681,0.00055258,0.00033905,0.00012333,7.6942e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,448,0.039321,0.00056173,0.00033905,0.00013219,7.9791e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,416,0.039311,0.00056158,0.00033905,0.00013218,7.8346e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,512,0.040595,0.00057993,0.00033905,0.00015011,8.2669e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,513,0.040596,0.00057994,0.00033905,0.00015011,8.271e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,388,0.038674,0.00055249,0.00033905,0.00012322,7.7053e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,386,0.038682,0.0005526,0.00033905,0.00012334,7.6983e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,392,0.038679,0.00055256,0.00033905,0.00012327,7.7255e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,400,0.038679,0.00055255,0.00033905,0.00012323,7.7629e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,514,0.040597,0.00057995,0.00033905,0.00015012,8.274e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,528,0.040597,0.00057996,0.00033905,0.00015006,8.3387e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,520,0.040592,0.00057988,0.00033905,0.00015002,8.3023e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,516,0.040598,0.00057997,0.00033905,0.00015013,8.2821e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,769,0.043808,0.00062582,0.00033905,0.00019495,9.3073e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,776,0.043841,0.0006263,0.00033905,0.0001954,9.3377e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,770,0.043809,0.00062585,0.00033905,0.00019498,9.3114e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,772,0.043822,0.00062603,0.00033905,0.00019516,9.3174e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,544,0.040617,0.00058025,0.00033905,0.00015027,8.4114e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,640,0.042514,0.00060735,0.00033905,0.00017695,8.8336e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,576,0.041241,0.00058916,0.00033905,0.00015905,8.5548e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,768,0.043807,0.00062581,0.00033905,0.00019495,9.3033e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,96,9,0.033496,0.00047852,0.00034187,4.1947e-05,6.3023e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,8,0.033461,0.00047802,0.00034187,4.145e-05,6.2993e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,12,0.033601,0.00048001,0.00034187,4.3429e-05,6.3124e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,10,0.03353,0.00047901,0.00034187,4.2432e-05,6.3053e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,2,0.033254,0.00047506,0.00034187,3.8508e-05,6.2801e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,80,800,0.044436,0.0006348,0.00033905,0.0002038,9.4407e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,784,0.044429,0.0006347,0.00033905,0.00020377,9.373e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,832,0.045065,0.00064379,0.00033905,0.00021271,9.5215e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,96,6,0.03339,0.000477,0.00034187,4.0441e-05,6.2932e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,5,0.033357,0.00047653,0.00034187,3.9973e-05,6.2902e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,4,0.033321,0.00047602,0.00034187,3.9467e-05,6.2861e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,3,0.033289,0.00047555,0.00034187,3.8999e-05,6.2831e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,18,0.033822,0.00048317,0.00034187,4.6566e-05,6.3316e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,16,0.033752,0.00048217,0.00034187,4.5575e-05,6.3245e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,17,0.033786,0.00048266,0.00034187,4.6059e-05,6.3286e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,20,0.033891,0.00048416,0.00034187,4.7558e-05,6.3377e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,36,0.034443,0.00049204,0.00034187,5.5376e-05,6.3952e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,40,0.034555,0.00049365,0.00034187,5.6972e-05,6.4084e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,48,0.03478,0.00049686,0.00034187,6.016e-05,6.4336e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,64,0.035076,0.00050108,0.00034187,6.4321e-05,6.4912e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,24,0.034042,0.00048632,0.00034187,4.9697e-05,6.3508e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,33,0.034367,0.00049096,0.00034187,5.4303e-05,6.3851e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,32,0.034341,0.00049058,0.00034187,5.3933e-05,6.3821e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,34,0.034393,0.00049133,0.00034187,5.4669e-05,6.3892e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,66,0.035063,0.0005009,0.00034187,6.4131e-05,6.4972e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,65,0.035071,0.00050101,0.00034187,6.4246e-05,6.4942e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,72,0.035037,0.00050052,0.00034187,6.3739e-05,6.5164e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,68,0.035047,0.00050067,0.00034187,6.3897e-05,6.5043e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,132,0.036221,0.00051744,0.00034187,8.0436e-05,6.7336e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,130,0.036227,0.00051752,0.00034187,8.0527e-05,6.7265e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,136,0.036214,0.00051734,0.00034187,8.0318e-05,6.7528e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,144,0.036205,0.00051721,0.00034187,8.0162e-05,6.7841e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,96,0.035649,0.00050926,0.00034187,7.2397e-05,6.5993e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,128,0.036241,0.00051773,0.00034187,8.074e-05,6.7205e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,129,0.036234,0.00051763,0.00034187,8.0635e-05,6.7235e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,80,0.035715,0.00051022,0.00034187,7.3406e-05,6.5427e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,257,0.038036,0.00054337,0.00034187,0.00010578,7.3174e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,256,0.038035,0.00054336,0.00034187,0.00010578,7.3124e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,160,0.036818,0.00052597,0.00034187,8.885e-05,6.8478e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,192,0.037407,0.00053438,0.00034187,9.7136e-05,6.974e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,288,0.03866,0.00055229,0.00034187,0.00011454,7.4811e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,385,0.040571,0.00057959,0.00034187,0.00014132,8.0058e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,320,0.039297,0.00056139,0.00034187,0.00012347,7.6498e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,384,0.04057,0.00057957,0.00034187,0.0001413,8.0018e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,258,0.03803,0.00054328,0.00034187,0.00010569,7.3215e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,260,0.038031,0.0005433,0.00034187,0.00010571,7.3296e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,264,0.038037,0.00054339,0.00034187,0.00010577,7.3548e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,272,0.038661,0.00055229,0.00034187,0.00011463,7.3962e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,514,0.042491,0.00060702,0.00034187,0.00016814,8.6134e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
