model,hardware,tp,batch_size,prompt_plus_token_size,token_time,layer_time,Matmul,BatchedMatmul,Softmax,LayerNorm,GeLU,AllReduce,Others
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,258,0.055003,0.00078576,0.00063287,7.8849e-05,6.7498e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,136,0.053702,0.00076717,0.00063287,6.0509e-05,6.4962e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,144,0.054186,0.00077408,0.00063287,6.7407e-05,6.5124e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,160,0.054163,0.00077376,0.00063287,6.705e-05,6.5467e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,192,0.054607,0.00078011,0.00063287,7.3332e-05,6.6134e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,272,0.055003,0.00078576,0.00063287,7.8821e-05,6.7811e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,288,0.05544,0.000792,0.00063287,8.5024e-05,6.8144e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,264,0.054999,0.0007857,0.00063287,7.8778e-05,6.7639e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,320,0.055887,0.00079839,0.00063287,9.1349e-05,6.8811e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,392,0.056303,0.00080432,0.00063287,9.7132e-05,7.0316e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,400,0.05629,0.00080414,0.00063287,9.6929e-05,7.0488e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,416,0.056738,0.00081054,0.00063287,0.0001033,7.0821e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,448,0.056736,0.00081051,0.00063287,0.0001032,7.1498e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,386,0.056324,0.00080462,0.00063287,9.7445e-05,7.0185e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,388,0.05629,0.00080415,0.00063287,9.6966e-05,7.0205e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,384,0.056321,0.00080458,0.00063287,9.7407e-05,7.0154e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,385,0.056322,0.0008046,0.00063287,9.7426e-05,7.0164e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,514,0.057634,0.00082334,0.00063287,0.00011588,7.3094e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,516,0.057637,0.00082339,0.00063287,0.00011591,7.3134e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,512,0.057631,0.0008233,0.00063287,0.00011584,7.3053e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,513,0.057633,0.00082332,0.00063287,0.00011586,7.3084e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,576,0.058053,0.00082933,0.00063287,0.00012169,7.474e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,520,0.057593,0.00082275,0.00063287,0.00011527,7.3265e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,544,0.057594,0.00082278,0.00063287,0.00011522,7.3902e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,528,0.057611,0.00082302,0.00063287,0.00011551,7.3478e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,769,0.059839,0.00085485,0.00063287,0.00014671,7.9811e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,640,0.058938,0.00084196,0.00063287,0.00013416,7.6427e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,768,0.059838,0.00085483,0.00063287,0.00014669,7.9791e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,770,0.059841,0.00085487,0.00063287,0.00014672,7.9831e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,776,0.059736,0.00085338,0.00063287,0.00014522,7.9993e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,784,0.060202,0.00086003,0.00063287,0.00015185,8.0215e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,772,0.059843,0.00085491,0.00063287,0.00014676,7.9861e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,800,0.060226,0.00086037,0.00063287,0.00015214,8.0629e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1026,0.062496,0.00089281,0.00063287,0.00018423,8.4139e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1040,0.062331,0.00089044,0.00063287,0.00018185,8.4331e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1032,0.062515,0.00089307,0.00063287,0.00018449,8.422e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1028,0.062499,0.00089285,0.00063287,0.00018427,8.4169e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,832,0.060623,0.00086604,0.00063287,0.00015774,8.1478e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1025,0.062495,0.00089278,0.00063287,0.00018421,8.4129e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,896,0.06107,0.00087243,0.00063287,0.00016396,8.3154e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1024,0.062494,0.00089277,0.00063287,0.0001842,8.4119e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1088,0.062877,0.00089825,0.00063287,0.00018955,8.5331e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1152,0.063686,0.0009098,0.00063287,0.00020098,8.6553e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1056,0.06279,0.000897,0.00063287,0.00018837,8.4725e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1280,0.064989,0.00092841,0.00063287,0.00021935,8.8988e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,3,0.058253,0.00083219,0.00071747,3.817e-05,6.277e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,2,0.05823,0.00083186,0.00071747,3.7842e-05,6.275e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1664,0.068626,0.00098037,0.00063287,0.00027011,1.0102e-05,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1600,0.068034,0.00097192,0.00063287,0.00026178,9.9765e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1568,0.067549,0.00096499,0.00063287,0.00025492,9.9129e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1544,0.067499,0.00096427,0.00063287,0.00025425,9.8614e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1552,0.06707,0.00095814,0.00063287,0.00024811,9.8715e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1540,0.067484,0.00096406,0.00063287,0.00025404,9.8553e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1408,0.06588,0.00094114,0.00063287,0.00023138,9.5988e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1538,0.067481,0.00096402,0.00063287,0.000254,9.8533e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1536,0.067479,0.00096398,0.00063287,0.00025397,9.8503e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,40,1537,0.06748,0.000964,0.00063287,0.00025399,9.8513e-06,1.876e-05,6.9476e-06,3.9528e-05,2.0527e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,9,0.058391,0.00083416,0.00071747,4.0134e-05,6.2861e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,10,0.058414,0.00083448,0.00071747,4.0455e-05,6.2882e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,16,0.058564,0.00083664,0.00071747,4.2599e-05,6.2972e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,12,0.058461,0.00083515,0.00071747,4.1123e-05,6.2912e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,6,0.05832,0.00083314,0.00071747,3.9122e-05,6.2821e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,5,0.058298,0.00083284,0.00071747,3.8816e-05,6.2801e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,8,0.058368,0.00083382,0.00071747,3.98e-05,6.2851e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,4,0.058274,0.00083249,0.00071747,3.8475e-05,6.2781e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,17,0.058587,0.00083696,0.00071747,4.2918e-05,6.2993e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,20,0.058658,0.00083797,0.00071747,4.3924e-05,6.3043e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,18,0.058611,0.0008373,0.00071747,4.3261e-05,6.3013e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,24,0.058761,0.00083944,0.00071747,4.5395e-05,6.3104e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,36,0.059024,0.0008432,0.00071747,4.9122e-05,6.3356e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,34,0.058996,0.00084279,0.00071747,4.8721e-05,6.3326e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,33,0.058981,0.00084258,0.00071747,4.8509e-05,6.3306e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,32,0.058966,0.00084236,0.00071747,4.8296e-05,6.3296e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,48,0.059228,0.00084612,0.00071747,5.2021e-05,6.3548e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,64,0.059493,0.00084991,0.00071747,5.578e-05,6.3871e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,65,0.059489,0.00084984,0.00071747,5.5709e-05,6.3882e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,40,0.059092,0.00084417,0.00071747,5.0089e-05,6.3427e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,66,0.059481,0.00084973,0.00071747,5.5601e-05,6.3902e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,68,0.059466,0.00084952,0.00071747,5.5385e-05,6.3932e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,72,0.059456,0.00084937,0.00071747,5.5235e-05,6.3993e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,80,0.05998,0.00085685,0.00071747,6.2703e-05,6.4124e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,132,0.060338,0.00086197,0.00071747,6.7705e-05,6.5205e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,160,0.060783,0.00086833,0.00071747,7.4006e-05,6.5892e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,144,0.060321,0.00086173,0.00071747,6.7444e-05,6.5518e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,136,0.060331,0.00086186,0.00071747,6.7592e-05,6.5326e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,130,0.060344,0.00086205,0.00071747,6.7796e-05,6.5164e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,129,0.06035,0.00086215,0.00071747,6.7894e-05,6.5154e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,96,0.059916,0.00085594,0.00071747,6.176e-05,6.4437e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,128,0.060357,0.00086225,0.00071747,6.7993e-05,6.5134e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,257,0.061621,0.0008803,0.00071747,8.574e-05,6.8174e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,192,0.06122,0.00087457,0.00071747,8.0161e-05,6.6649e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,256,0.061621,0.0008803,0.00071747,8.5747e-05,6.8164e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,258,0.061602,0.00088003,0.00071747,8.5467e-05,6.8195e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,260,0.061603,0.00088004,0.00071747,8.5482e-05,6.8225e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,264,0.061597,0.00087996,0.00071747,8.5384e-05,6.8346e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,272,0.062061,0.00088659,0.00071747,9.1995e-05,6.8538e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,288,0.062035,0.00088622,0.00071747,9.1587e-05,6.8912e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,386,0.063368,0.00090526,0.00071747,0.00011038,7.1361e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,385,0.063366,0.00090523,0.00071747,0.00011036,7.1331e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,320,0.062482,0.0008926,0.00071747,9.789e-05,6.9669e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,384,0.063364,0.00090521,0.00071747,0.00011034,7.1321e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,400,0.063326,0.00090466,0.00071747,0.00010975,7.1735e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,388,0.063327,0.00090468,0.00071747,0.0001098,7.1417e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,416,0.063329,0.0009047,0.00071747,0.00010974,7.222e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,392,0.063342,0.00090489,0.00071747,0.00011,7.1523e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,520,0.064626,0.00092323,0.00071747,0.00012796,7.5286e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,544,0.065068,0.00092955,0.00071747,0.00013421,7.6003e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,516,0.064677,0.00092396,0.00071747,0.00012871,7.5124e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,528,0.064647,0.00092353,0.00071747,0.00012824,7.5518e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,514,0.064674,0.00092392,0.00071747,0.00012867,7.5084e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,513,0.064672,0.00092389,0.00071747,0.00012865,7.5063e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,512,0.064671,0.00092387,0.00071747,0.00012862,7.5043e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,448,0.063773,0.00091105,0.00071747,0.000116,7.3119e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,640,0.065974,0.00094249,0.00071747,0.00014686,7.8902e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,576,0.065531,0.00093615,0.00071747,0.00014071,7.6972e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,768,0.067795,0.0009685,0.00071747,0.00017196,8.8048e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,769,0.067797,0.00096853,0.00071747,0.00017198,8.8079e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,1028,0.070882,0.0010126,0.00071747,0.00021579,9.074e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,1032,0.070902,0.0010129,0.00071747,0.00021606,9.0811e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,1025,0.070438,0.0010063,0.00071747,0.00020944,9.069e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,1026,0.07044,0.0010063,0.00071747,0.00020947,9.071e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,1024,0.070437,0.0010062,0.00071747,0.00020943,9.068e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,832,0.068084,0.00097263,0.00071747,0.00017648,8.4139e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,896,0.068965,0.00098521,0.00071747,0.00018891,8.5654e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,800,0.068172,0.00097389,0.00071747,0.00017723,8.92e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,784,0.067707,0.00096724,0.00071747,0.00017065,8.8594e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,770,0.067799,0.00096855,0.00071747,0.000172,8.8099e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,772,0.067802,0.0009686,0.00071747,0.00017204,8.8154e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,776,0.06767,0.00096671,0.00071747,0.00017014,8.8321e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,64,2,0.07052,0.0010074,0.0008868,3.8211e-05,6.2993e-06,2.0403e-05,7.5981e-06,4.4824e-05,3.2843e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,64,3,0.070549,0.0010078,0.0008868,3.8634e-05,6.3013e-06,2.0403e-05,7.5981e-06,4.4824e-05,3.2843e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,1408,0.074666,0.0010667,0.00071747,0.00026858,1.0339e-05,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,1280,0.073349,0.0010478,0.00071747,0.00025043,9.672e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,1056,0.07071,0.0010101,0.00071747,0.00021325,9.1437e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,1088,0.071248,0.0010178,0.00071747,0.00022087,9.2185e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,1152,0.072045,0.0010292,0.00071747,0.0002321,9.37e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,48,1040,0.070677,0.0010097,0.00071747,0.00021284,9.0932e-06,1.9308e-05,7.2017e-06,4.1293e-05,2.4632e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,64,6,0.070639,0.0010091,0.0008868,3.9913e-05,6.3073e-06,2.0403e-05,7.5981e-06,4.4824e-05,3.2843e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,64,8,0.070704,0.0010101,0.0008868,4.0831e-05,6.3124e-06,2.0403e-05,7.5981e-06,4.4824e-05,3.2843e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,64,5,0.070609,0.0010087,0.0008868,3.9489e-05,6.3053e-06,2.0403e-05,7.5981e-06,4.4824e-05,3.2843e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,64,4,0.070578,0.0010083,0.0008868,3.9044e-05,6.3033e-06,2.0403e-05,7.5981e-06,4.4824e-05,3.2843e-06
Bloom-176B,Decoding_66corex8_no_Tensor_Core,8,64,36,0.071577,0.0010225,0.0008868,5.3237e-05,6.3801e-06,2.0403e-05,7.5981e-06,4.4824e-05,3.2843e-06
