model,hardware,tp,batch_size,prompt_size,prompt_time,layer_time,Matmul,BatchedMatmul,Softmax,LayerNorm,GeLU,AllReduce,Others
Bloom-176B,H100x8,8,24,2,0.031278,0.00044683,0.00033289,3.8559e-05,6.2518e-06,1.8403e-05,6.9739e-06,4.1293e-05,2.4632e-06
Bloom-176B,H100x8,8,16,3072,5.0278,0.071826,0.044174,0.0042881,0.0053345,0.0037358,0.00089491,0.010877,0.0025223
Bloom-176B,H100x8,8,16,4096,6.9759,0.099655,0.058823,0.0073312,0.0094762,0.0049776,0.0011916,0.014493,0.0033631
Bloom-176B,H100x8,8,24,4,0.033277,0.00047539,0.00034187,3.8834e-05,6.2831e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,24,8,0.037461,0.00053516,0.00036333,3.9477e-05,6.3882e-06,3.2458e-05,1.0582e-05,7.3069e-05,9.8529e-06
Bloom-176B,H100x8,8,24,16,0.052535,0.0007505,0.00050923,4.0785e-05,6.6538e-06,4.3141e-05,1.5542e-05,0.00011544,1.9706e-05
Bloom-176B,H100x8,8,24,32,0.08828,0.0012611,0.00087457,4.4756e-05,7.5508e-06,7.4454e-05,2.0229e-05,0.00020018,3.9412e-05
Bloom-176B,H100x8,8,24,64,0.15991,0.0022845,0.0016077,5.1687e-05,1.1243e-05,0.0001299,3.5493e-05,0.00036965,7.8823e-05
Bloom-176B,H100x8,8,24,128,0.29585,0.0042265,0.0029609,6.9221e-05,2.0502e-05,0.0002479,6.1673e-05,0.0007086,0.00015765
Bloom-176B,H100x8,8,24,256,0.57517,0.0082167,0.0057355,0.00012219,6.1946e-05,0.0004768,0.00011838,0.0013865,0.00031529
Bloom-176B,H100x8,8,24,384,0.85624,0.012232,0.0084517,0.00022028,0.00013404,0.00071358,0.00017509,0.0020644,0.00047294
Bloom-176B,H100x8,8,24,512,1.1387,0.016267,0.011212,0.00028466,0.00022772,0.00094248,0.00022745,0.0027423,0.00063059
Bloom-176B,H100x8,8,24,768,1.7218,0.024597,0.016706,0.00057646,0.00052232,0.0014082,0.00034087,0.0040981,0.00094588
Bloom-176B,H100x8,8,24,1024,2.3081,0.032973,0.022199,0.00084021,0.00089518,0.0018738,0.00044994,0.0054539,0.0012612
Bloom-176B,H100x8,8,24,1536,3.5368,0.050526,0.033186,0.0018017,0.0020032,0.0028052,0.00067242,0.0081655,0.0018918
Bloom-176B,H100x8,8,32,1,0.030449,0.00043499,0.00032954,3.7052e-05,6.2275e-06,1.6172e-05,6.588e-06,3.7762e-05,1.6422e-06
Bloom-176B,H100x8,8,32,2,0.031965,0.00045665,0.00033574,3.9645e-05,6.2528e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,32,4,0.034652,0.00049503,0.00034863,4.0013e-05,6.3094e-06,2.5637e-05,8.9284e-06,5.8947e-05,6.5686e-06
Bloom-176B,H100x8,8,24,2048,4.8056,0.068651,0.044174,0.0028867,0.0035607,0.0037358,0.00089491,0.010877,0.0025223
Bloom-176B,H100x8,8,32,8,0.040585,0.00057979,0.00038192,4.0869e-05,6.4275e-06,3.8013e-05,1.2236e-05,8.7192e-05,1.3137e-05
Bloom-176B,H100x8,8,32,16,0.063663,0.00090947,0.00061584,4.2614e-05,6.7882e-06,5.6233e-05,1.804e-05,0.00014368,2.6274e-05
Bloom-176B,H100x8,8,32,32,0.10974,0.0015678,0.0010831,4.7908e-05,8.0831e-06,9.2674e-05,2.6766e-05,0.00025667,5.2549e-05
Bloom-176B,H100x8,8,32,64,0.20327,0.0029039,0.0020354,5.7149e-05,1.3026e-05,0.00016634,4.422e-05,0.00048263,0.0001051
Bloom-176B,H100x8,8,32,128,0.38739,0.0055341,0.0038811,8.0528e-05,2.7039e-05,0.00032157,7.9189e-05,0.00093456,0.0002102
Bloom-176B,H100x8,8,32,256,0.7564,0.010806,0.007531,0.00015116,7.9462e-05,0.00063202,0.00015329,0.0018384,0.00042039
Bloom-176B,H100x8,8,32,384,1.1349,0.016212,0.011212,0.00028194,0.00017549,0.00094248,0.00022745,0.0027423,0.00063059
Bloom-176B,H100x8,8,32,512,1.511,0.021586,0.014874,0.00036778,0.00030189,0.0012529,0.00030161,0.0036462,0.00084078
Bloom-176B,H100x8,8,40,1,0.030873,0.00044104,0.00033146,3.7136e-05,6.2498e-06,1.7855e-05,6.7587e-06,3.9528e-05,2.0527e-06
Bloom-176B,H100x8,8,40,2,0.0328,0.00046857,0.00033905,4.0732e-05,6.276e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,40,4,0.036276,0.00051823,0.00035618,4.1191e-05,6.3366e-06,3.027e-05,1.0035e-05,6.6008e-05,8.2108e-06
Bloom-176B,H100x8,8,40,8,0.046834,0.00066905,0.00044847,4.2262e-05,6.4892e-06,4.0202e-05,1.3889e-05,0.00010132,1.6422e-05
Bloom-176B,H100x8,8,32,768,2.2882,0.032688,0.022199,0.00075684,0.00069316,0.0018738,0.00044994,0.0054539,0.0012612
Bloom-176B,H100x8,8,32,1024,3.0702,0.04386,0.029524,0.0011085,0.0011918,0.0024947,0.00059826,0.0072616,0.0016816
Bloom-176B,H100x8,8,32,1536,4.7085,0.067265,0.044174,0.0023905,0.0026706,0.0037358,0.00089491,0.010877,0.0025223
Bloom-176B,H100x8,8,32,2048,6.4,0.091428,0.058823,0.0038371,0.0047429,0.0049776,0.0011916,0.014493,0.0033631
Bloom-176B,H100x8,8,40,16,0.077119,0.0011017,0.00076503,4.4442e-05,6.9235e-06,6.1398e-05,1.9135e-05,0.00017193,3.2843e-05
Bloom-176B,H100x8,8,40,32,0.13745,0.0019636,0.0013845,5.106e-05,8.5932e-06,0.00011168,2.8956e-05,0.00031316,6.5686e-05
Bloom-176B,H100x8,8,40,64,0.24981,0.0035688,0.0025,6.2611e-05,1.4808e-05,0.00021146,5.2947e-05,0.00059562,0.00013137
Bloom-176B,H100x8,8,40,128,0.47997,0.0068567,0.0048083,9.1836e-05,2.9229e-05,0.00040313,0.00010093,0.0011605,0.00026274
Bloom-176B,H100x8,8,40,256,0.94145,0.013449,0.0093723,0.00018012,0.0001012,0.00078725,0.00019254,0.0022904,0.00052549
Bloom-176B,H100x8,8,40,384,1.4134,0.020191,0.013959,0.00034361,0.00021693,0.0011793,0.00028416,0.0034202,0.00078823
Bloom-176B,H100x8,8,40,512,1.8833,0.026904,0.018537,0.0004509,0.00037605,0.0015634,0.00037577,0.00455,0.001051
Bloom-176B,H100x8,8,40,768,2.8548,0.040783,0.027693,0.00093723,0.000864,0.0023395,0.00056335,0.0068097,0.0015765
Bloom-176B,H100x8,8,48,1,0.031182,0.00044546,0.00033289,3.7193e-05,6.2498e-06,1.8403e-05,6.9739e-06,4.1293e-05,2.4632e-06
Bloom-176B,H100x8,8,48,2,0.033485,0.00047836,0.00034187,4.1818e-05,6.277e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,40,1024,3.8323,0.054748,0.036849,0.0013768,0.0014885,0.0031157,0.00074658,0.0090693,0.002102
Bloom-176B,H100x8,8,40,1536,5.8803,0.084004,0.055161,0.0029793,0.003338,0.0046671,0.0011174,0.013589,0.0031529
Bloom-176B,H100x8,8,48,4,0.037662,0.00053802,0.00036333,4.2369e-05,6.3629e-06,3.2458e-05,1.0582e-05,7.3069e-05,9.8529e-06
Bloom-176B,H100x8,8,48,8,0.052728,0.00075326,0.00050923,4.3654e-05,6.5508e-06,4.3141e-05,1.5542e-05,0.00011544,1.9706e-05
Bloom-176B,H100x8,8,48,16,0.088354,0.0012622,0.00087457,4.627e-05,7.0811e-06,7.4454e-05,2.0229e-05,0.00020018,3.9412e-05
Bloom-176B,H100x8,8,48,32,0.15994,0.0022849,0.0016077,5.4211e-05,9.1255e-06,0.0001299,3.5493e-05,0.00036965,7.8823e-05
Bloom-176B,H100x8,8,48,64,0.2955,0.0042214,0.0029609,6.8074e-05,1.659e-05,0.0002479,6.1673e-05,0.0007086,0.00015765
Bloom-176B,H100x8,8,48,128,0.572,0.0081714,0.0057355,0.00010314,3.5766e-05,0.0004768,0.00011838,0.0013865,0.00031529
Bloom-176B,H100x8,8,48,256,1.1258,0.016083,0.011212,0.00020908,0.00011865,0.00094248,0.00022745,0.0027423,0.00063059
Bloom-176B,H100x8,8,48,384,1.6914,0.024162,0.016706,0.00040527,0.00025838,0.0014082,0.00034087,0.0040981,0.00094588
Bloom-176B,H100x8,8,64,1,0.0318,0.00045429,0.00033574,3.7293e-05,6.2508e-06,1.9498e-05,7.4072e-06,4.4824e-05,3.2843e-06
Bloom-176B,H100x8,8,48,512,2.2556,0.032222,0.022199,0.00053402,0.00045021,0.0018738,0.00044994,0.0054539,0.0012612
Bloom-176B,H100x8,8,48,768,3.4212,0.048874,0.033186,0.0011176,0.0010351,0.0028052,0.00067242,0.0081655,0.0018918
Bloom-176B,H100x8,8,48,1024,4.5944,0.065634,0.044174,0.0016451,0.0017851,0.0037358,0.00089491,0.010877,0.0025223
Bloom-176B,H100x8,8,64,2,0.03493,0.000499,0.00034863,4.3991e-05,6.3013e-06,2.5637e-05,8.9284e-06,5.8947e-05,6.5686e-06
Bloom-176B,H100x8,8,64,4,0.040853,0.00058361,0.00038192,4.4725e-05,6.3932e-06,3.8013e-05,1.2236e-05,8.7192e-05,1.3137e-05
Bloom-176B,H100x8,8,64,8,0.063921,0.00091316,0.00061584,4.6439e-05,6.6518e-06,5.6233e-05,1.804e-05,0.00014368,2.6274e-05
Bloom-176B,H100x8,8,64,16,0.10984,0.0015691,0.0010831,4.9927e-05,7.373e-06,9.2674e-05,2.6766e-05,0.00025667,5.2549e-05
Bloom-176B,H100x8,8,64,384,2.2476,0.032108,0.022199,0.00052859,0.00034127,0.0018738,0.00044994,0.0054539,0.0012612
Bloom-176B,H100x8,8,64,512,3.0001,0.042859,0.029524,0.00070026,0.00059853,0.0024947,0.00059826,0.0072616,0.0016816
Bloom-176B,H100x8,8,64,768,4.5544,0.065063,0.044174,0.0014784,0.0013811,0.0037358,0.00089491,0.010877,0.0025223
Bloom-176B,H100x8,8,64,1024,6.1183,0.087404,0.058823,0.0021817,0.0023741,0.0049776,0.0011916,0.014493,0.0033631
Bloom-176B,H100x8,8,80,1,0.032569,0.00046527,0.00033905,3.7435e-05,6.273e-06,2.2156e-05,7.8911e-06,4.8354e-05,4.1054e-06
Bloom-176B,H100x8,8,80,2,0.036624,0.00052319,0.00035618,4.6163e-05,6.3255e-06,3.027e-05,1.0035e-05,6.6008e-05,8.2108e-06
Bloom-176B,H100x8,8,80,4,0.047168,0.00067383,0.00044847,4.7081e-05,6.4467e-06,4.0202e-05,1.3889e-05,0.00010132,1.6422e-05
Bloom-176B,H100x8,8,80,8,0.077441,0.0011063,0.00076503,4.9223e-05,6.7528e-06,6.1398e-05,1.9135e-05,0.00017193,3.2843e-05
Bloom-176B,H100x8,8,64,32,0.2033,0.0029043,0.0020354,6.0515e-05,1.0106e-05,0.00016634,4.422e-05,0.00048263,0.0001051
Bloom-176B,H100x8,8,64,64,0.38674,0.0055248,0.0038811,7.8998e-05,1.9217e-05,0.00032157,7.9189e-05,0.00093456,0.0002102
Bloom-176B,H100x8,8,64,128,0.75218,0.010745,0.007531,0.00012576,4.4493e-05,0.00063202,0.00015329,0.0018384,0.00042039
Bloom-176B,H100x8,8,64,256,1.4936,0.021336,0.014874,0.00026701,0.00015356,0.0012529,0.00030161,0.0036462,0.00084078
Bloom-176B,H100x8,8,80,16,0.13756,0.0019652,0.0013845,5.3584e-05,7.6498e-06,0.00011168,2.8956e-05,0.00031316,6.5686e-05
Bloom-176B,H100x8,8,80,32,0.24989,0.0035698,0.0025,6.6819e-05,1.1665e-05,0.00021146,5.2947e-05,0.00059562,0.00013137
Bloom-176B,H100x8,8,80,64,0.47921,0.0068458,0.0048083,8.9923e-05,2.0312e-05,0.00040313,0.00010093,0.0011605,0.00026274
Bloom-176B,H100x8,8,80,128,0.93587,0.01337,0.0093723,0.00014837,5.3219e-05,0.00078725,0.00019254,0.0022904,0.00052549
Bloom-176B,H100x8,8,96,1,0.033186,0.00047409,0.00034187,3.7549e-05,6.274e-06,2.3251e-05,8.334e-06,5.1885e-05,4.9265e-06
Bloom-176B,H100x8,8,96,2,0.038078,0.00054398,0.00036333,4.8336e-05,6.3498e-06,3.2458e-05,1.0582e-05,7.3069e-05,9.8529e-06
Bloom-176B,H100x8,8,96,4,0.05313,0.000759,0.00050923,4.9438e-05,6.4993e-06,4.3141e-05,1.5542e-05,0.00011544,1.9706e-05
Bloom-176B,H100x8,8,96,8,0.088741,0.0012677,0.00087457,5.2008e-05,6.876e-06,7.4454e-05,2.0229e-05,0.00020018,3.9412e-05
Bloom-176B,H100x8,8,80,256,1.8616,0.026595,0.018537,0.00032494,0.00019282,0.0015634,0.00037577,0.00455,0.001051
Bloom-176B,H100x8,8,80,384,2.8041,0.040058,0.027693,0.00065191,0.00042416,0.0023395,0.00056335,0.0068097,0.0015765
Bloom-176B,H100x8,8,80,512,3.7447,0.053496,0.036849,0.0008665,0.00074686,0.0031157,0.00074658,0.0090693,0.002102
Bloom-176B,H100x8,8,80,768,5.6874,0.081249,0.055161,0.0018392,0.0017228,0.0046671,0.0011174,0.013589,0.0031529
Bloom-176B,H100x8,8,96,16,0.16007,0.0022868,0.0016077,5.7241e-05,7.9932e-06,0.0001299,3.5493e-05,0.00036965,7.8823e-05
Bloom-176B,H100x8,8,96,32,0.29555,0.0042221,0.0029609,7.3123e-05,1.2212e-05,0.0002479,6.1673e-05,0.0007086,0.00015765
Bloom-176B,H100x8,8,96,64,0.57083,0.0081548,0.0057355,0.00010085,2.1407e-05,0.0004768,0.00011838,0.0013865,0.00031529
Bloom-176B,H100x8,8,96,128,1.1192,0.015988,0.011212,0.00017099,6.1946e-05,0.00094248,0.00022745,0.0027423,0.00063059
Bloom-176B,H100x8,8,512,2,0.11364,0.0016235,0.0010831,0.00010483,6.8942e-06,9.2674e-05,2.6766e-05,0.00025667,5.2549e-05
Bloom-176B,H100x8,8,512,4,0.20665,0.0029521,0.0020354,0.0001107,7.6993e-06,0.00016634,4.422e-05,0.00048263,0.0001051
Bloom-176B,H100x8,8,512,8,0.38926,0.0055609,0.0038811,0.00012441,9.8821e-06,0.00032157,7.9189e-05,0.00093456,0.0002102
Bloom-176B,H100x8,8,512,16,0.75212,0.010745,0.007531,0.00015232,1.7052e-05,0.00063202,0.00015329,0.0018384,0.00042039
Bloom-176B,H100x8,8,256,4,0.11142,0.0015917,0.0010831,7.3001e-05,6.9629e-06,9.2674e-05,2.6766e-05,0.00025667,5.2549e-05
Bloom-176B,H100x8,8,256,8,0.20451,0.0029215,0.0020354,7.9855e-05,7.973e-06,0.00016634,4.422e-05,0.00048263,0.0001051
Bloom-176B,H100x8,8,256,16,0.38722,0.0055318,0.0038811,9.3809e-05,1.1392e-05,0.00032157,7.9189e-05,0.00093456,0.0002102
Bloom-176B,H100x8,8,256,32,0.7513,0.010733,0.007531,0.00013616,2.148e-05,0.00063202,0.00015329,0.0018384,0.00042039
Bloom-176B,H100x8,8,512,1,0.063512,0.00090732,0.00061584,4.0713e-05,6.5316e-06,5.6233e-05,1.804e-05,0.00014368,2.6274e-05
Bloom-176B,H100x8,8,256,64,1.4821,0.021173,0.014874,0.00021009,4.7457e-05,0.0012529,0.00030161,0.0036462,0.00084078
Bloom-176B,H100x8,8,256,128,2.9478,0.042111,0.029524,0.00039713,0.00015356,0.0024947,0.00059826,0.0072616,0.0016816
Bloom-176B,H100x8,8,256,256,5.9086,0.084409,0.058823,0.00096215,0.00059853,0.0049776,0.0011916,0.014493,0.0033631
Bloom-176B,H100x8,8,256,1,0.040434,0.00057762,0.00038192,3.8762e-05,6.368e-06,3.8013e-05,1.2236e-05,8.7192e-05,1.3137e-05
Bloom-176B,H100x8,8,256,2,0.065568,0.00093668,0.00061584,7.0063e-05,6.5488e-06,5.6233e-05,1.804e-05,0.00014368,2.6274e-05
Bloom-176B,H100x8,8,128,384,4.4729,0.063898,0.044174,0.0010219,0.00067283,0.0037358,0.00089491,0.010877,0.0025223
Bloom-176B,H100x8,8,128,512,5.9784,0.085405,0.058823,0.0013652,0.0011918,0.0049776,0.0011916,0.014493,0.0033631
Bloom-176B,H100x8,8,128,32,0.38686,0.0055265,0.0038811,8.5731e-05,1.4207e-05,0.00032157,7.9189e-05,0.00093456,0.0002102
Bloom-176B,H100x8,8,128,64,0.75085,0.010726,0.007531,0.0001227,2.8631e-05,0.00063202,0.00015329,0.0018384,0.00042039
Bloom-176B,H100x8,8,128,128,1.4848,0.021212,0.014874,0.00021621,7.9462e-05,0.0012529,0.00030161,0.0036462,0.00084078
Bloom-176B,H100x8,8,128,256,2.9653,0.042361,0.029524,0.00049872,0.00030189,0.0024947,0.00059826,0.0072616,0.0016816
Bloom-176B,H100x8,8,1024,1,0.10943,0.0015632,0.0010831,4.4615e-05,6.8599e-06,9.2674e-05,2.6766e-05,0.00025667,5.2549e-05
Bloom-176B,H100x8,8,512,32,1.483,0.021186,0.014874,0.00023702,3.3156e-05,0.0012529,0.00030161,0.0036462,0.00084078
Bloom-176B,H100x8,8,512,64,2.9421,0.04203,0.029524,0.00038489,8.5109e-05,0.0024947,0.00059826,0.0072616,0.0016816
Bloom-176B,H100x8,8,512,128,5.8736,0.083909,0.058823,0.00075895,0.00030189,0.0049776,0.0011916,0.014493,0.0033631
Bloom-176B,H100x8,8,1024,2,0.21109,0.0030156,0.0020354,0.00017435,7.5629e-06,0.00016634,4.422e-05,0.00048263,0.0001051
Bloom-176B,H100x8,8,1024,4,0.39353,0.0056219,0.0038811,0.0001861,9.173e-06,0.00032157,7.9189e-05,0.00093456,0.0002102
Bloom-176B,H100x8,8,1024,8,0.75617,0.010802,0.007531,0.00021352,1.3813e-05,0.00063202,0.00015329,0.0018384,0.00042039
Bloom-176B,H100x8,8,1024,16,1.4848,0.021212,0.014874,0.00026934,2.6458e-05,0.0012529,0.00030161,0.0036462,0.00084078
Bloom-176B,H100x8,8,1024,32,2.9439,0.042055,0.029524,0.00043874,5.6507e-05,0.0024947,0.00059826,0.0072616,0.0016816
Bloom-176B,H100x8,8,1024,64,5.8624,0.083748,0.058823,0.00073447,0.00016545,0.0049776,0.0011916,0.014493,0.0033631
Bloom-176B,H100x8,8,128,1,0.034496,0.0004928,0.00034863,3.779e-05,6.2972e-06,2.5637e-05,8.9284e-06,5.8947e-05,6.5686e-06
Bloom-176B,H100x8,8,96,256,2.2294,0.031849,0.022199,0.00038287,0.00022772,0.0018738,0.00044994,0.0054539,0.0012612
Bloom-176B,H100x8,8,96,384,3.3602,0.048004,0.033186,0.00077523,0.00050705,0.0028052,0.00067242,0.0081655,0.0018918
Bloom-176B,H100x8,8,96,512,4.4892,0.064132,0.044174,0.0010327,0.00089518,0.0037358,0.00089491,0.010877,0.0025223
Bloom-176B,H100x8,8,128,2,0.041409,0.00059155,0.00038192,5.2681e-05,6.376e-06,3.8013e-05,1.2236e-05,8.7192e-05,1.3137e-05
Bloom-176B,H100x8,8,128,4,0.064456,0.00092081,0.00061584,5.415e-05,6.5831e-06,5.6233e-05,1.804e-05,0.00014368,2.6274e-05
Bloom-176B,H100x8,8,128,8,0.11035,0.0015764,0.0010831,5.7578e-05,7.0993e-06,9.2674e-05,2.6766e-05,0.00025667,5.2549e-05
Bloom-176B,H100x8,8,128,16,0.20349,0.0029069,0.0020354,6.4555e-05,8.6831e-06,0.00016634,4.422e-05,0.00048263,0.0001051
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,64,0.050353,0.00071932,0.00058892,3.6598e-05,6.3574e-06,2.5802e-05,8.7556e-06,4.4824e-05,8.0643e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,32,0.048076,0.00068679,0.00057654,3.5977e-05,6.1508e-06,1.9197e-05,7.1381e-06,3.7762e-05,4.0322e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,128,0.054968,0.00078526,0.00061383,3.8225e-05,7.4175e-06,3.8655e-05,1.2059e-05,5.8947e-05,1.6129e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,16,0.046968,0.00067098,0.00057007,3.5677e-05,6.0557e-06,1.6508e-05,6.4168e-06,3.4232e-05,2.0161e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,1,0.046023,0.00065747,0.00056437,3.6319e-05,6.0022e-06,1.3988e-05,5.7441e-06,3.0922e-05,1.26e-07
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,2,0.046029,0.00065756,0.00056476,3.5468e-05,6.0022e-06,1.4156e-05,5.7862e-06,3.1142e-05,2.5201e-07
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,8,0.04643,0.00066329,0.00056703,3.5554e-05,6.0066e-06,1.5164e-05,6.0572e-06,3.2466e-05,1.008e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,4,0.046174,0.00065963,0.00056567,3.5495e-05,6.0033e-06,1.4493e-05,5.8769e-06,3.1584e-05,5.0402e-07
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,256,0.064212,0.00091731,0.00066063,4.2438e-05,1.2332e-05,6.4367e-05,1.8096e-05,8.7192e-05,3.2257e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,512,0.084515,0.0012074,0.0007745,5.6544e-05,3.069e-05,0.00010689,3.0535e-05,0.00014368,6.4515e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,384,0.073998,0.0010571,0.00072222,4.9511e-05,2.0425e-05,7.6342e-05,2.4793e-05,0.00011544,4.8386e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,768,0.11,0.0015714,0.00095355,7.8978e-05,5.4703e-05,0.00014942,3.7797e-05,0.00020018,9.6772e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,1024,0.13931,0.0019902,0.0011601,0.00010596,9.4586e-05,0.00019194,5.1834e-05,0.00025667,0.00012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,2048,0.27618,0.0039454,0.0021063,0.00028937,0.00035256,0.00036204,9.4432e-05,0.00048263,0.00025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,1536,0.20718,0.0029597,0.001659,0.00018607,0.00020132,0.00027699,7.3133e-05,0.00036965,0.00019354
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,3072,0.45505,0.0065007,0.0033419,0.00060727,0.00078669,0.00053215,0.00013703,0.0007086,0.00038709
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,4096,0.63001,0.0090001,0.0042619,0.0010089,0.0013937,0.00070532,0.00017963,0.00093456,0.00051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,6144,1.0501,0.015001,0.006162,0.0022315,0.0031291,0.0010522,0.00026555,0.0013865,0.00077417
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,5120,0.83081,0.011869,0.0052152,0.0015725,0.0021744,0.00087878,0.00022222,0.0011605,0.00064515
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,7168,1.2905,0.018435,0.0071123,0.0030081,0.0042566,0.0012336,0.00030892,0.0016125,0.0009032
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,8192,1.5469,0.022099,0.0080581,0.0038558,0.005558,0.0014037,0.00035229,0.0018384,0.0010322
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,10240,2.1305,0.030436,0.0099493,0.0060392,0.0086814,0.0017464,0.00043902,0.0022904,0.0012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,12288,2.7917,0.039881,0.011821,0.0086496,0.0125,0.0020934,0.00052575,0.0027423,0.0015483
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,14336,3.5321,0.050459,0.013657,0.011729,0.01701,0.0024453,0.00061615,0.0031942,0.0018064
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,32,0.050344,0.0007192,0.00058892,3.6653e-05,6.1847e-06,2.5802e-05,8.7556e-06,4.4824e-05,8.0643e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,64,0.054896,0.00078424,0.00061383,3.7897e-05,6.7191e-06,3.8655e-05,1.2059e-05,5.8947e-05,1.6129e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,8,0.046977,0.0006711,0.00057007,3.5807e-05,6.0448e-06,1.6508e-05,6.4168e-06,3.4232e-05,2.0161e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,16,0.048078,0.00068683,0.00057654,3.6054e-05,6.1093e-06,1.9197e-05,7.1381e-06,3.7762e-05,4.0322e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,1,0.04609,0.00065843,0.00056476,3.6331e-05,6.0022e-06,1.4156e-05,5.7862e-06,3.1142e-05,2.5201e-07
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,4,0.04644,0.00066342,0.00056703,3.5689e-05,6.0044e-06,1.5164e-05,6.0572e-06,3.2466e-05,1.008e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,2,0.046184,0.00065977,0.00056567,3.5637e-05,6.0022e-06,1.4493e-05,5.8769e-06,3.1584e-05,5.0402e-07
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1,16384,4.3546,0.062209,0.015515,0.015279,0.022215,0.0027876,0.00070134,0.0036462,0.0020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,128,0.063892,0.00091274,0.00066063,4.1149e-05,9.0536e-06,6.4367e-05,1.8096e-05,8.7192e-05,3.2257e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,256,0.083165,0.0011881,0.0007745,4.9575e-05,1.8369e-05,0.00010689,3.0535e-05,0.00014368,6.4515e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,512,0.13436,0.0019194,0.0011601,7.7787e-05,5.1989e-05,0.00019194,5.1834e-05,0.00025667,0.00012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,384,0.10736,0.0015337,0.00095355,6.3722e-05,3.223e-05,0.00014942,3.7797e-05,0.00020018,9.6772e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,1024,0.25619,0.0036599,0.0021063,0.00017661,0.00017978,0.00036204,9.4432e-05,0.00048263,0.00025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,768,0.19587,0.0027981,0.001659,0.00012266,0.00010312,0.00027699,7.3133e-05,0.00036965,0.00019354
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,1536,0.40877,0.0058395,0.0033419,0.00033685,0.00039592,0.00053215,0.00013703,0.0007086,0.00038709
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,2048,0.54897,0.0078425,0.0042619,0.00054344,0.0007015,0.00070532,0.00017963,0.00093456,0.00051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,3072,0.86708,0.012387,0.006162,0.0011792,0.0015672,0.0010522,0.00026555,0.0013865,0.00077417
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,4096,1.2214,0.017449,0.0080581,0.0019825,0.0027817,0.0014037,0.00035229,0.0018384,0.0010322
